COD_PARROQUIA;NOM_PARROQUIA;COD_CANTON;COD_CIRCUNSCRIPCION
3860;SIMIATUG;165;0
5035;ANGEL POLIVIO CHAVEZ;165;0
5375;GABRIEL I VEINTIMILLA;165;0
6630;GUANUJO;165;0
170;ASUNCION;170;0
2315;MAGDALENA/CHAPACOTO;170;0
3655;SAN SEBASTIAN;170;0
3995;TELIMBELA;170;0
5975;SAN JOSE DE CHIMBO;170;0
9021;C. E. EN PALMA DE MALLORCA;171;0
9023;C. E. EN BARCELONA;171;0
9024;C. E. EN MADRID;171;0
9025;C. E. EN VALENCIA;171;0
9026;C. E. EN MURCIA;171;0
9066;C. E. EN MALAGA;171;0
275;BALZAPAMBA;175;0
345;BILOVAN;175;0
3595;SAN PABLO DE ATENAS;175;0
3775;SANTIAGO;175;0
3900;SAN VICENTE;175;0
4515;REGULO DE MORA;175;0
5995;SAN MIGUEL;175;0
3500;SAN JOSE DE TAMBO;180;0
5245;CHILLANES;180;0
9027;C. E. EN CHICAGO;181;0
9028;C. E. EN MIAMI;181;0
9029;C. E. EN NUEVA YORK;181;0
9031;C. E. EN WASHINGTON;181;0
9032;C. E. EN LOS ANGELES;181;0
9033;C. E. EN CONNECTICUT;181;0
9034;C. E. EN HOUSTON;181;0
9035;C. E. EN NEW JERSEY;181;0
9069;C. E. EN MINNEAPOLIS;181;0
9071;C. E. EN ATLANTA;181;0
9073;C. E. EN PHOENIX;181;0
5350;ECHEANDIA;185;0
5475;CHAMBO;190;0
9036;C. E. EN PARIS;191;0
420;CACHA;195;0
445;CALPI;195;0
705;CUBIJIES;195;0
1280;FLORES;195;0
2160;LICAN;195;0
2165;LICTO;195;0
3035;PUNGALA;195;0
3040;PUNIN;195;0
3095;QUIMIAG;195;0
3515;SAN JUAN;195;0
3560;SAN LUIS;195;0
5590;LIZARZABURU;195;0
5630;MALDONADO;195;0
6220;VELASCO;195;0
6230;VELOZ;195;0
6290;YARUQUIES;195;0
40;SANTA FE DE GALAN;200;0
45;SAN JOSE DEL CHAZO;200;0
410;VALPARAISO;200;0
1415;GUANANDO;200;0
1705;ILAPO;200;0
2080;LA PROVIDENCIA;200;0
3295;SAN ANDRES;200;0
3425;SAN GERARDO / PAQUICAHUAN;200;0
3450;SAN ISIDRO DE PATULU;200;0
5315;EL ROSARIO;200;0
5550;LA MATRIZ;200;0
9037;C. E. EN LONDRES;201;0
500;CANI;205;0
610;COLUMBE;205;0
1865;JUAN DE VELASCO / PONGOR;205;0
4430;SANTIAGO DE QUITO;205;0
5145;CAJABAMBA;205;0
6080;SICALPA;205;0
555;CEBADAS;210;0
2730;PALMIRA;210;0
5430;GUAMOTE;210;0
9038;C. E. EN GUATEMALA;211;0
20;ACHUPALLAS;215;0
1465;GUASUNTOS;215;0
1660;HUIGRA;215;0
2485;MULTITUD;215;0
2905;PISTISHI;215;0
3025;PUMALLACTA;215;0
3820;SEVILLA;215;0
3845;SIBAMBE;215;0
4030;TIXAN;215;0
5010;ALAUSI;215;0
515;CAPZOL;220;0
615;COMPUD;220;0
1370;GONZOL;220;0
2260;LLAGOS;220;0
5255;CHUNCHI;220;0
9039;C. E. EN TEGUCIGALPA;221;0
925;LA CANDELARIA;225;0
1110;EL ALTAR;225;0
1325;BILBAO;225;0
2400;MATUS;225;0
2975;PUELA;225;0
3335;SAN ANTONIO DE BAYUSHIG;225;0
5740;PENIPE;225;0
1600;NOVILLO;230;1
1620;ZAPALLO;230;1
5480;FLAVIO ALFARO;230;1
9040;C. E. EN BUDAPEST;231;0
585;COJITAMBO;235;0
1445;GUAPAN;235;0
1825;JAVIER LOYOLA / CHUQUIPATA;235;0
2220;LUIS CORDERO;235;0
2885;PINDILIG;235;0
3210;RIVERA;235;0
3575;SAN MIGUEL;235;0
3945;TADAY;235;0
5065;AZOGUES;235;0
5950;SAN FRANCISCO;235;0
6790;BORRERO;235;0
6845;AURELIO BAYAS MARTINEZ;235;0
935;CHONTAMARCA;240;0
950;CHOROCOPTE;240;0
1335;GRAL.MORALES / SOCARTE;240;0
1410;GUALLETURO;240;0
1605;HONORATO VASQUEZ;240;0
1725;INGAPIRCA;240;0
1775;VENTURA;240;0
1895;DUCUR;240;0
1900;JUNCAL;240;0
3305;SAN ANTONIO;240;0
4345;ZHUD;240;0
5160;CAÑAR;240;0
6715;SUSCAL;241;0
1085;JERUSALEN;245;0
2545;NAZON;245;0
3410;SAN FCO. DE SAGEO;245;0
4100;TURUPAMBA;245;0
5115;BIBLIAN;245;0
2365;MANUEL J. CALLE;250;0
2745;PANCHO NEGRO;250;0
5610;LA TRONCAL;250;0
9042;C. E. EN TEL AVIV;251;0
1020;GONZALO DIAZ DE PINEDA;255;0
2180;LINARES;255;0
2640;OYACACHI;255;0
3745;SANTA ROSA DE QUIJOS;255;0
3790;SARDINAS;255;0
5510;EL CHACO;255;0
285;BAÑOS;260;0
730;CUMBE;260;0
845;CHAUCHA / ANGAS;260;0
860;CHECA JIDCAY;260;0
905;CHIQUINTAD;260;0
2255;LLACAO;260;0
2430;MOLLETURO;260;0
2570;MULTI /  NULTI;260;0
2595;OCTAVIO CORDERO PALACIOS;260;0
2680;PACCHA;260;0
3105;QUINGEO;260;0
3165;RICAURTE;260;0
3460;SAN JOAQUIN;260;0
3685;SANTA ANA;260;0
3795;SAYAUSI;260;0
3850;SIDCAY;260;0
3870;SININCAY;260;0
3980;TARQUI;260;0
4095;TURI;260;0
4200;VALLE;260;0
4225;VICTORIA DEL PORTETE;260;0
5075;BELLAVISTA;260;0
5080;CAÑARIBAMBA;260;0
5135;EL BATAN;260;0
5140;MACHANGARA;260;0
5290;MONAY;260;0
5330;EL VECINO;260;0
5360;TOTORACOCHA;260;0
5370;YANUNCAY;260;0
5450;HUAYNACAPAC;260;0
5875;RAMIREZ DAVALOS;260;0
5905;SAGRARIO;260;0
5930;SAN BLAS;260;0
6010;SAN SEBASTIAN;260;0
6090;SUCRE;260;0
6865;HERMANO MIGUEL;260;0
9043;C. E. EN MILAN;261;0
9044;C. E. EN GENOVA;261;0
9045;C. E. EN ROMA;261;0
1005;DANIEL CORDOVA TORAL;265;0
1760;LUIS CORDERO VEGA;265;0
1805;JADAN;265;0
2385;MARIANO MORENO/CALLASAY;265;0
3160;REMIGIO CRESPO TORAL;265;0
3505;SAN JUAN;265;0
3780;SIMON BOLIVAR;265;0
4340;ZHIDMAD;265;0
5420;GUALACEO;265;0
175;ASUNCION;270;0
885;SAN GERARDO;270;0
5395;GIRON;270;0
9046;C. E. EN TOKIO;271;0
395;BULAN / J. VICTOR IZQUIERDO;275;0
870;CHICAN / GUILLERMO ORTEGA;275;0
890;DUG-DUG;275;0
1455;GUARAINAC;275;0
3375;SAN CRISTOBAL;275;0
4050;TOMEBAMBA;275;0
4565;EL CABO;275;0
5775;PAUTE;275;0
750;CUTCHIL;280;0
1355;GIMA;280;0
1490;GUEL;280;0
2215;LUDO;280;0
3360;SAN BARTOLOME;280;0
3495;SAN JOSE DE RARANGA;280;0
6085;SIGSIG;280;0
9047;C. E. EN MEXICO;281;0
9086;C. E. EN MONTERREY;281;0
15;ABDON CALDERON / LA UNION;285;0
3835;SHAGLLI;285;0
4610;SAN SALVADOR DE CAÑARIBAMBA;285;0
6045;SANTA ISABEL;285;0
1200;EL TAMBO;290;0
1480;GUAYQUICHUMA;290;0
3610;SAN PEDRO DE LA BENDITA;290;0
4455;ZAMBI;290;0
5270;CATAMAYO;290;0
6825;SAN JOSE;290;0
280;LIMONES;295;0
290;GARZAREAL;295;0
550;MANGAHURCO;295;0
2000;BOLASPAMBA;295;0
2710;PALETILLAS;295;0
4605;CAZADEROS;295;0
6320;ZAPOTILLO;295;0
975;CHUQUIRIBAMBA;300;0
1135;EL CISNE;300;0
1405;GUALEL;300;0
1780;QUINARA;300;0
1840;JIMBILLA;300;0
2325;MALACATOS/VALLADOLID;300;0
3555;SAN LUCAS;300;0
3770;SANTIAGO;300;0
3970;TAQUIL /MIGUEL RIOFRIO;300;0
4235;VILCABAMBA/VICTORIA;300;0
4280;YANGANA / ARSENIO CASTILLO;300;0
4475;CHANTACO;300;0
4540;SAN PEDRO DE VILCABAMBA;300;0
5320;EL SAGRARIO;300;0
6015;SAN SEBASTIAN;300;0
6100;SUCRE;300;0
6210;EL VALLE;300;0
7525;CARIGAN;300;0
7530;PUNZARA;300;0
9049;C. E. EN LA HAYA;301;0
310;SUMAYPAMBA;305;0
1165;EL PARAISO DE CELEN;305;0
1190;EL TABLON;305;0
2280;LLUZHAPA;305;0
2360;MANU;305;0
3340;SAN ANTONIO DE CUMBE;305;0
3600;SAN PABLO DE TENTA;305;0
3665;SAN SEBASTIAN DE YULUC;305;0
3815;SELVA ALEGRE;305;0
4145;URDANETA/PAQUISHAPA;305;0
6075;SARAGURO;305;0
485;CANGONAMA;310;0
545;SAN ANTONIO;310;0
995;CASANGA;310;0
1000;YAMANA;310;0
1380;GUACHANAMA;310;0
2140;LAURO GUERRERO;310;0
2630;ORIANGA;310;0
5180;CATACOCHA;310;0
5595;LOURDES;310;0
2120;LA TINGUE;311;0
6730;OLMEDO;311;0
9050;C. E. EN PANAMA;312;0
695;CRUZPAMBA/BUSTAMANTE;315;0
1495;TNTE M.RODRIGUEZ LOAYZA;315;0
3255;SABANILLA;315;0
3535;SAN JUAN DE POZUL;315;0
5195;CELICA;315;0
590;COLAIZACA;320;0
1230;EL LUCERO;320;0
1550;SANGUILLIN;320;0
4150;UTUANA;320;0
5175;CARIAMANGA;320;0
5240;CHILE;320;0
6025;SAN VICENTE;320;0
9051;C. E. EN ASUNCION;321;0
2085;LA RAMA;325;0
2145;LA VICTORIA;325;0
3265;SABIANGO;325;0
5385;GRAL.ELOY ALFARO;325;0
5680;MACARA;325;0
270;EL ARENAL;330;0
565;CIANO;330;0
1155;EL LIMO /MARIANA DE JESUS;330;0
2405;MERCADILLO;330;0
4210;VICENTINO;330;0
5005;ALAMOR;330;0
9052;C. E. EN LIMA;331;0
9054;C. E. EN TUMBES;331;0
825;CHANGAIMINA /LA LIBERTAD;335;0
2520;NAMBACOLA;335;0
3045;PURUNUMA /EGUIGUREN;335;0
3270;SACAPALCA;335;0
5400;GONZANAMA;335;0
320;BELLAVISTA;340;0
790;EL INGENIO;340;0
1645;EL AIRO;340;0
1845;JIMBURA;340;0
3765;SANTA TERESITA;340;0
4460;27 DE ABRIL /LA NARANJA;340;0
5020;AMALUZA;340;0
9055;C. E. EN EL CAIRO;341;0
2575;NUEVA FATIMA;345;0
3935;TACAMOROS;345;0
6120;SOZORANGA;345;0
255;EL RETIRO;350;0
5565;LA PROVIDENCIA;350;0
5625;MACHALA;350;0
5805;PUERTO BOLIVAR;350;0
6490;9 DE MAYO;350;0
6795;EL CAMBIO;350;0
7505;JUBONES;350;0
7510;JAMBELI;350;0
9056;C. E. EN SANTO DOMINGO;351;0
325;BELLAVISTA;355;0
1665;BELLAMARIA;355;0
1815;JAMBELI;355;0
2005;LA AVANZADA;355;0
3330;SAN ANTONIO;355;0
4215;VICTORIA;355;0
4525;TORATA;355;0
6060;SANTA ROSA;355;0
6670;PUERTO JELI;355;0
6900;BALNEARIO JAMBELI;355;0
6985;JUMON;355;0
6990;NUEVO SANTA ROSA;355;0
5;ABANIN;360;0
1420;GUANAZAN;360;0
1425;GUIZHAGUIÑA;360;0
1655;HUERTAS;360;0
1700;SINSAO;360;0
1750;SALVIAS;360;0
2350;MALVAS;360;0
4445;ARCAPAMBA;360;0
4450;MULUNCAY GRANDE;360;0
6310;ZARUMA;360;0
9057;C. E. EN ESTOCOLMO;361;0
390;BUENAVISTA;365;0
775;CAÑAQUEMADA;365;0
1225;PROGRESO;365;0
2075;LA PEAÑA;365;0
4160;UZHCURRUMI;365;0
4495;CASACAY;365;0
5770;OCHOA LEON/MATRIZ;365;0
6365;LOMA DE FRANCO;365;0
6370;BOLIVAR;365;0
6375;TRES CERRITOS;365;0
505;CAPIRO;370;0
1385;SARACAY;370;0
2230;LA BOCANA;370;0
2465;MOROMORO;370;0
2850;PIEDRAS;370;0
3650;SAN ROQUE;370;0
5790;PIÑAS;370;0
6675;PIÑAS GRANDE;370;0
6680;LA SUSAYA;370;0
9058;C. E. EN BERNA;371;0
805;CHACRAS;375;0
1695;CARCABON;375;0
2715;PALMALES;375;0
4650;LA CUCA;375;0
5040;ARENILLAS;375;0
245;LA IBERIA;380;0
300;BARBONES;380;0
2050;RIO BONITO;380;0
4000;TENDALES;380;0
5340;EL GUABO;380;0
9060;C. E. EN MOSCU;381;0
1470;GUAYAS / PUERTO NUEVO;385;4
1640;EL ROSARIO;385;4
6225;VELASCO IBARRA;385;4
1870;JUAN GOMEZ RENDON;390;3
2470;MORRO;390;3
2940;POSORJA;390;3
3030;PUNA;390;3
4120;TENGUEL;390;3
5055;AYACUCHO;390;3
5125;BOLIVAR/SAGRARIO;390;3
5170;CARBO/CONCEPCION;390;3
5355;FEBRES CORDERO;390;1
5380;GARCIA MORENO;390;3
5585;LETAMENDI;390;3
5695;9 DE OCTUBRE;390;3
5720;OLMEDO/SAN ALEJO;390;3
5880;ROCA;390;3
5890;ROCAFUERTE;390;3
6095;SUCRE;390;3
6150;TARQUI;390;2
6150;TARQUI;390;3
6185;URDANETA;390;3
6265;XIMENA;390;1
6405;PASCUALES;390;2
9061;C. E. EN MONTEVIDEO;391;0
1340;GRAL.PEDRO MONTERO;395;4
1915;VIRGEN DE FATIMA;395;4
4275;YAGUACHI VIEJO/CONE;395;4
6285;YAGUACHI NUEVO;395;4
260;LIMONAL;400;4
1855;JUAN BAUTISTA AGUIRRE;400;4
2105;LAS LOJAS;400;4
4500;EL LAUREL;400;4
5275;DAULE;400;4
6850;LA AURORA;400;4
7425;MAGRO;400;4
9062;C. E. EN CARACAS;401;0
115;ANCONCITO;405;0
1850;JOSE LUIS TAMAYO / MUEY;405;0
5920;SALINAS;405;0
6270;GRAL. A. E. GALLO;405;0
6275;VICENTE ROCAFUERTE;405;0
6280;CARLOS ESPINOZA LARREA;405;0
6925;SANTA ROSA;405;0
205;ATAHUALPA;410;0
605;COLONCHE;410;0
820;CHANDUY;410;0
1300;SAN JOSE DE ANCON;410;0
2355;MANGLARALTO;410;0
3915;SIMON BOLIVAR;410;0
5130;BALLENITA;410;0
6040;SANTA ELENA;410;0
9063;C. E. EN YAKARTA;411;0
5100;BALZAR;415;4
920;CHOBO;420;4
2390;MARISCAL SUCRE/HUAQUES;420;4
3235;ROBERTO ASTUDILLO;420;4
5660;MILAGRO;420;4
3975;TARIFA;425;3
5925;SAMBORONDON;425;3
7445;LA PUNTILLA(SATELITE);425;3
1350;GRAL. VERNAZA;430;4
1595;JUNQUILLAL;430;4
4220;VICTORIA;430;4
5120;BOCANA;430;4
5155;CANDILEJOS;430;4
5200;SALITRE;430;4
5765;PARAISO;430;4
5990;SAN MATEO;430;4
1830;JESUS MARIA;435;4
3370;SAN CARLOS;435;4
3740;SANTA ROSA DE FLANDES;435;4
3990;TAURA;435;4
5675;NARANJAL;435;4
10;ABDON CALDERON;440;2
50;ALHAJUELA /BAJO GRANDE;440;2
770;CRUCITA;440;2
1925;CHIRIJOS;440;2
2970;PUEBLO NUEVO;440;2
3185;RIO CHICO;440;2
3625;SAN PLACIDO;440;2
5030;ANDRES DE VERA;440;2
5265;COLON;440;2
5280;12 DE MARZO;440;2
5795;PORTOVIEJO;440;2
5845;PICOAZA;440;2
6585;SAN PABLO;440;2
6770;18 DE OCTUBRE;440;2
6775;FRANCISCO PACHECO;440;2
6910;SIMON BOLIVAR;440;2
9077;C. E. EN PRETORIA;441;0
1545;LA PILA;445;2
5665;MONTECRISTI;445;2
7460;ANIBAL SAN ANDRES;445;2
7490;COLORADO;445;2
7495;LEONIDAS PROAÑO;445;2
7500;GENERAL ELOY ALFARO DELGA;445;2
6755;JARAMIJO;446;2
1800;SANTA MARIANITA;450;2
3550;SAN LORENZO;450;2
5570;LOS ESTEROS;450;2
5635;MANTA;450;2
6135;SAN MATEO;450;2
6155;TARQUI;450;2
6745;ELOY ALFARO;450;2
9078;C. E. EN ANKARA;451;0
105;AMERICA /LA CERA;455;2
560;LA UNION;455;2
1115;EL ANEGADO;455;2
1880;JULCUY;455;2
2810;PEDRO PABLO GOMEZ;455;2
2990;PUERTO CAYO;455;2
4490;MEMBRILLAL;455;2
5485;JIPIJAPA;455;2
7465;DR. MIGUEL MORAN LUCIO;455;2
7470;MANUEL INOCENCIO PARRALES;455;2
7475;SAN LORENZO DE JIPIJAPA;455;2
330;BELLAVISTA;460;2
1570;ARQ.SIXTO DURAN BALLEN;460;2
2555;NOBOA;460;2
6105;SUCRE;460;2
5885;ROCAFUERTE;465;1
220;AYACUCHO;470;2
1105;SAN PABLO;470;2
1610;HONORATO VASQUEZ;470;2
2135;LA UNION;470;2
6030;SANTA ANA;470;2
6725;LODANA;470;2
840;CHARAPOTO;475;1
3445;SAN ISIDRO;475;1
5095;BAHIA DE CARAQUEZ;475;1
5580;LEONIDAS PLAZA G.;475;1
6750;JAMA;476;1
470;CANOA;477;1
6785;SAN VICENTE;477;1
380;BOYACA;480;1
405;CHIBUNGA;480;1
495;CANUTO;480;1
640;CONVENTO;480;1
1160;ELOY ALFARO;480;1
3170;RICAURTE;480;1
3350;SAN ANTONIO / DEL PELUDO;480;1
5250;CHONE;480;1
6055;SANTA RITA;480;1
