COD_PROVINCIA;NOM_PROVINCIA;COD_CIRCUNSCRIPCION;NOM_CIRCUNSCRIPCION;COD_CANTON;NOM_CANTON;COD_PARROQUIA;NOM_PARROQUIA;EST_PARROQUIA;COD_ZONA;NOM_ZONA;COD_RECINTO;NOM_RECINTO
8;ESMERALDAS;0;;560;ESMERALDAS;5335;ESMERALDAS;U;1;ESMERALDAS;5458;UNIDAD EDUCATIVA ELOY ALFARO / ANTES COLEGIO BELLAS ARTES
8;ESMERALDAS;0;;560;ESMERALDAS;5335;ESMERALDAS;U;1;ESMERALDAS;1294;UNIDAD EDUCATIVA FISCAL ELOY ALFARO
8;ESMERALDAS;0;;560;ESMERALDAS;5335;ESMERALDAS;U;1;ESMERALDAS;1639;"ESCUELA GENERAL BASICA ""JUAN MONTALVO"""
8;ESMERALDAS;0;;560;ESMERALDAS;5335;ESMERALDAS;U;1;ESMERALDAS;1660;UNIDAD EDUCATIVA PARTICULAR LUZ Y LIBERTAD
8;ESMERALDAS;0;;560;ESMERALDAS;5335;ESMERALDAS;U;1;ESMERALDAS;6071;ESCUELA ROBERTO LUIS CERVANTES MONTAÑO
8;ESMERALDAS;0;;560;ESMERALDAS;5335;ESMERALDAS;U;1;ESMERALDAS;6072;COLEGIO ROBERTO LUIS CERVANTES MONTAÑO
8;ESMERALDAS;0;;560;ESMERALDAS;5335;ESMERALDAS;U;1;ESMERALDAS;6114;COLEGIO DE BACHILLERATO NOCTURNO ESMERALDAS
8;ESMERALDAS;0;;560;ESMERALDAS;5335;ESMERALDAS;U;1;ESMERALDAS;6117;UNIDAD EDUCATIVA MONSEÑOR LEONIDAS PROAÑO
8;ESMERALDAS;0;;560;ESMERALDAS;5335;ESMERALDAS;U;1;ESMERALDAS;6163;PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR SEDE ESMERALDAS
8;ESMERALDAS;0;;560;ESMERALDAS;5335;ESMERALDAS;U;2;ISLA LUIS VARGAS TORRES;4990;ESCUELA LEONIDAS GRUEZO GEORGE
8;ESMERALDAS;0;;560;ESMERALDAS;5335;ESMERALDAS;U;89;VOTO EN CASA;0;
8;ESMERALDAS;0;;560;ESMERALDAS;5600;LUIS TELLO / LAS PALMAS /;U;0;;1229;"ESCUELA GENERAL BASICA FISCAL ""GUAYAQUIL"""
8;ESMERALDAS;0;;560;ESMERALDAS;5600;LUIS TELLO / LAS PALMAS /;U;0;;1246;"UNIDAD EDUCATIVA FISCOMISIONAL ""NUEVO ECUADOR"""
8;ESMERALDAS;0;;560;ESMERALDAS;5600;LUIS TELLO / LAS PALMAS /;U;0;;3359;"ESCUELA GENERAL BÁSICA ""DR. RICARDO PAREDES"" / ANTES ESCUELA ECUADOR PAIS AMAZÓNICO"
8;ESMERALDAS;0;;560;ESMERALDAS;5600;LUIS TELLO / LAS PALMAS /;U;0;;6067;ESCUELA EGB MODESTO ELIAS MENDOZA MOREIRA
8;ESMERALDAS;0;;560;ESMERALDAS;6905;SIMON PLATA TORRES;U;1;SIMON PLATA TORRES;1915;"ESCUELA GENERAL BASICA ""NUESTRA SEÑORA DE LORETO"""
8;ESMERALDAS;0;;560;ESMERALDAS;6905;SIMON PLATA TORRES;U;1;SIMON PLATA TORRES;5457;UNIDAD EDUCATIVA ALFONSO QUIÑONEZ GEORGE
8;ESMERALDAS;0;;560;ESMERALDAS;6905;SIMON PLATA TORRES;U;2;VALLE DE SAN RAFAEL;1910;ESCUELA GENERAL BASICA CONSUELO BENAVIDES CEVALLOS
8;ESMERALDAS;0;;560;ESMERALDAS;6905;SIMON PLATA TORRES;U;2;VALLE DE SAN RAFAEL;6119;ESCUELA HOMERO LOPEZ SAUD
8;ESMERALDAS;0;;560;ESMERALDAS;6905;SIMON PLATA TORRES;U;3;CASA BONITA;3270;"UNIDA EDUCATIVA FISCOMISIONAL ""SAN DANIEL COMBONI"""
8;ESMERALDAS;0;;560;ESMERALDAS;6905;SIMON PLATA TORRES;U;4;LA TOLITA;3448;UNIDAD EDUCATIVA FISCOMISIONAL MARÍA AUXILIADORA
8;ESMERALDAS;0;;561;RIO VERDE;930;CHONTADURO;R;1;CHONTADURO;1674;UNIDAD EDUCATIVA FISCAL CHONTADURO
8;ESMERALDAS;0;;561;RIO VERDE;930;CHONTADURO;R;2; PARTIDERO;5905;UNIDAD EDUCATIVA EUGENIO CHUZING ALDAZ
8;ESMERALDAS;0;;561;RIO VERDE;965;CHUMUNDE;R;1;CHUMUNDE;3286;UNIDAD EDUCATIVA ARMENGOL LARA VALENCIA
8;ESMERALDAS;0;;561;RIO VERDE;965;CHUMUNDE;R;2;CAPULÍ;3902;ESCUELA DE EDUCACION BASICA ANTONIO ELIZALDE
8;ESMERALDAS;0;;561;RIO VERDE;965;CHUMUNDE;R;3;MARIBÉ;3901;ESCUELA RICARDO PLAZA BASTIDAS
8;ESMERALDAS;0;;561;RIO VERDE;965;CHUMUNDE;R;4;RASCADERA;5928;ESCUELA 7 DE JULIO
8;ESMERALDAS;0;;561;RIO VERDE;965;CHUMUNDE;R;5;PERLA ESMERALDEÑA/SAN RUFINO;5927;ESCUELA SAN RUFINO
8;ESMERALDAS;0;;561;RIO VERDE;2035;LAGARTO;R;1;LAGARTO;1666;UNIDAD EDUCATIVA FISCAL AURELIA BECERRA DE QUIÑONEZ / ANTES ESC. DE EDUCACIÓN BÁSICA QUISQUIS
8;ESMERALDAS;0;;561;RIO VERDE;2035;LAGARTO;R;1;LAGARTO;6181;UNIDAD EDUCATIVA AURELIA BECERRA DE QUIÑONEZ BLOQUE 2
8;ESMERALDAS;0;;561;RIO VERDE;2035;LAGARTO;R;2;BOCANA DEL LAGARTO;3262;ESCUELA DE EDUCACIÓN GENERAL BÁSICA DONATO YANUZELLY ORTÍZ
8;ESMERALDAS;0;;561;RIO VERDE;2035;LAGARTO;R;3;VAINILLA;3261;ESCUELA DE EDUCACIÓN BÁSICA SEBASTIÁN DE ILLESCAS
8;ESMERALDAS;0;;561;RIO VERDE;2445;MONTALVO / HORQUETA;R;0;;1687;UNIDAD EDUCATIVA JUAN MONTALVO
8;ESMERALDAS;0;;561;RIO VERDE;2445;MONTALVO / HORQUETA;R;0;;6136;COLISEO DE LA PARROQUIA MONTALVO
8;ESMERALDAS;0;;561;RIO VERDE;3215;ROCAFUERTE;R;1;ROCAFUERTE;1684;UNIDAD EDUCATIVA FISCAL RAMÓN ESTUPIÑAN
8;ESMERALDAS;0;;561;RIO VERDE;3215;ROCAFUERTE;R;1;ROCAFUERTE;6180;UNIDAD EDUCATIVA FISCAL RAMON ESTUPIÑAN BLOQUE 1
8;ESMERALDAS;0;;561;RIO VERDE;3215;ROCAFUERTE;R;2;CHUNGUILLO;3258;ESCUELA GENERAL BÁSICA FISCAL COTOPAXI
8;ESMERALDAS;0;;561;RIO VERDE;6720;RIO VERDE;U;1;RIO VERDE;1664;UNIDAD EDUCATIVA RIO VERDE / ANTES ESC. 24 DE MAYO
8;ESMERALDAS;0;;561;RIO VERDE;6720;RIO VERDE;U;1;RIO VERDE;6135;UNIDAD EDUCATIVA RIO VERDE
8;ESMERALDAS;0;;561;RIO VERDE;6720;RIO VERDE;U;2;CABUYAL;3284;CASA COMUNAL CABUYAL / ANTES ESCUELA RAMONA ORTIZ ESPINOZA
8;ESMERALDAS;0;;565;ELOY ALFARO;120;ANCHAYACU;R;0;;3308;UNIDAD EDUCATIVA FISCAL 2 DE AGOSTO
8;ESMERALDAS;0;;565;ELOY ALFARO;200;ATAHUALPA/CAMARONES;R;1;ATAHUALPA/CAMARONES;4140;PLAZOLETA
8;ESMERALDAS;0;;565;ELOY ALFARO;200;ATAHUALPA/CAMARONES;R;2;JUAN MONTALVO;3441;ESCUELA PUERTO BAQUERIZO
8;ESMERALDAS;0;;565;ELOY ALFARO;370;BORBON;R;0;;2017;UNIDAD EDUCATIVA FISCAL BORBON
8;ESMERALDAS;0;;565;ELOY ALFARO;370;BORBON;R;0;;2016;UNIDAD EDUCATIVA FISCOMISIONAL SANTA MARÍA GORETTI
8;ESMERALDAS;0;;565;ELOY ALFARO;1505;SAN JOSE DE CAYAPAS;R;1;SAN JOSE DE CAYAPAS;4156;"ESCUELA GENERAL BÁSICA ""RUMIÑAHUI"""
8;ESMERALDAS;0;;565;ELOY ALFARO;1505;SAN JOSE DE CAYAPAS;R;2;PICHIYACU CHACHI;4175;"UNIDAD EDUCATIVA ""HERCILIO PIANCHICHE OREJUELA"""
8;ESMERALDAS;0;;565;ELOY ALFARO;1505;SAN JOSE DE CAYAPAS;R;3;PLAYA GRANDE;5154;UNIDAD EDUCATIVA JOSE RICARDO MARTINEZ COBO
8;ESMERALDAS;0;;565;ELOY ALFARO;1505;SAN JOSE DE CAYAPAS;R;4;HERRADURA;5155;ESCUELA GENERAL BASICA RAFAEL MARIA ARIZA
8;ESMERALDAS;0;;565;ELOY ALFARO;1510;COLON ELOY DE MARIA;R;0;;3331;UNIDAD EDUCATIVA RAFAEL ASTUDILLO
8;ESMERALDAS;0;;565;ELOY ALFARO;1515;TIMBIRE;R;0;;3335;UNIDAD EDUCATIVA GONZALEZ S. CORDOVA
8;ESMERALDAS;0;;565;ELOY ALFARO;2125;LA TOLA;R;1;LA TOLA;1102;UNIDAD EDUCATIVA LA TOLA
8;ESMERALDAS;0;;565;ELOY ALFARO;2125;LA TOLA;R;2;SAN PEDRO;3312;ESCUELA FISCAL 17 DE DICIEMBRE
8;ESMERALDAS;0;;565;ELOY ALFARO;2225;LUIS VARGAS TORRES;R;0;;4147;UNIDAD EDUCATIVA RITA LECUMBERRY
8;ESMERALDAS;0;;565;ELOY ALFARO;2335;MALDONADO;R;0;;3271;UNIDAD EDUVATIVA FISCAL PEDRO VICENTE MALDONADO
8;ESMERALDAS;0;;565;ELOY ALFARO;2670;PAMPANAL DE BOLIVAR;R;0;;4148;ESCUELA DE EDUCACIÓN GENERAL BÁSICA MANUEL J. CALLE
8;ESMERALDAS;0;;565;ELOY ALFARO;3405;SAN FRANCISCO DE ONZOLE;R;1;SAN FRANCISCO DE ONZOLE;4149;"UNIDAD EDUCATIVA FISCAL ""SAN FRANCISCO DE ONZOLE"""
8;ESMERALDAS;0;;565;ELOY ALFARO;3405;SAN FRANCISCO DE ONZOLE;R;2;ZANCUDO;3345;ESCUELA DE EDUCACION GENERAL BASICA AGUSTIN BEDON
8;ESMERALDAS;0;;565;ELOY ALFARO;3805;SELVA ALEGRE;R;1;SELVA ALEGRE;3272;UNIDAD EDUCATIVA DOMINGO MEDINA ZURITA
8;ESMERALDAS;0;;565;ELOY ALFARO;3805;SELVA ALEGRE;R;2;PALMA REAL;3443;ESCUELA FISCAL PAULINA PERALTA
8;ESMERALDAS;0;;565;ELOY ALFARO;4170;TELEMBI;R;1;TELEMBI;4198;"ESCUELA GENERAL BÁSICA ""LEOPOLDO N. CHAVEZ"""
8;ESMERALDAS;0;;565;ELOY ALFARO;4170;TELEMBI;R;2;LOMA LINDA;4200;UNIDAD EDUCATIVA CECIB ATALAYA
8;ESMERALDAS;0;;565;ELOY ALFARO;4170;TELEMBI;R;3;CORRIENTE GRANDE;4204;"CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGUE ""JOSÉ ZAPATA"""
8;ESMERALDAS;0;;565;ELOY ALFARO;4170;TELEMBI;R;4;JEYAMBI;4206;ESCUELA INTERCULTURAL RÍO ZAPALLO
8;ESMERALDAS;0;;565;ELOY ALFARO;4170;TELEMBI;R;5;GUALPI DEL CAYAPAS;4645;"ESCUELA GENERAL BÁSICA ""TEEKALI"""
8;ESMERALDAS;0;;565;ELOY ALFARO;4465;SANTO DOMINGO DE ONZOLE;R;1;SANTO DOMINGO DE ONZOLE;4180;"ESCUELA GENERAL BÁSICA ""GASTÓN FIGUEROA"""
8;ESMERALDAS;0;;565;ELOY ALFARO;4465;SANTO DOMINGO DE ONZOLE;R;2;COLON DE ONZOLE;4185;UNIDAD EDUCATIVA GRAN COLOMBIA
8;ESMERALDAS;0;;565;ELOY ALFARO;4465;SANTO DOMINGO DE ONZOLE;R;3;CHACHI CAPULÍ;4194;"CENTRO EDUCATIVO COMUNITARIO ""GONZALO PIZARRO"""
8;ESMERALDAS;0;;565;ELOY ALFARO;4465;SANTO DOMINGO DE ONZOLE;R;4;CHACHI GUALPÍ DE ONZOLE;4207;ESCUELA ROSENDO ORTIZ
8;ESMERALDAS;0;;565;ELOY ALFARO;4465;SANTO DOMINGO DE ONZOLE;R;5;HOJAS BLANCAS;3979;ESCUELA ABDON CALDERON MUÑOZ
8;ESMERALDAS;0;;565;ELOY ALFARO;4465;SANTO DOMINGO DE ONZOLE;R;6;HOJAS BLANCAS CHACHI;4000;UNIDAD EDUCATIVA JIBA JAKI
8;ESMERALDAS;0;;565;ELOY ALFARO;4595;SANTA LUCIA DE LAS PEÑAS;R;0;;3310;UNIDAD EDUCATIVA CONCEPCION TEMBORY FE Y ALEGRIA
8;ESMERALDAS;0;;565;ELOY ALFARO;6205;VALDEZ/LIMONES/;U;0;;702;UNIDAD EDUCATIVA CATOLICA FISCOMISIONAL PAULO VI
8;ESMERALDAS;0;;565;ELOY ALFARO;6205;VALDEZ/LIMONES/;U;0;;4170;UNIDAD EDUCATIVA 16 DE OCTUBRE/ANTES ESCUELA MANUELA CAÑIZARES
8;ESMERALDAS;0;;565;ELOY ALFARO;6205;VALDEZ/LIMONES/;U;0;;1966;UNIDAD EDUCATIVA 16 DE OCTUBRE/ANTES ESCUELA SIMON BOLIVAR Nro. 26
8;ESMERALDAS;0;;570;MUISNE;355;BOLIVAR;R;1;BOLIVAR;3285;UNIDAD EDUCATIVA JOSE JOAQUIN DE OLMEDO
8;ESMERALDAS;0;;570;MUISNE;355;BOLIVAR;R;2;MOMPICHE;3283;"ESCUELA GENERAL BÁSICA ""MAXIMINO INTRIAGO PATIÑO"""
8;ESMERALDAS;0;;570;MUISNE;1010;DAULE;R;1;DAULE;3287;ESCUELA GENERAL BÁSICA LUIS FELIPE BORJA
8;ESMERALDAS;0;;570;MUISNE;1010;DAULE;R;2;PEDRO CARBO;4026;ESCUELA EDUCACION GENERAL BASICA ALBERTO PERDOMO FRANCO
8;ESMERALDAS;0;;570;MUISNE;1305;GALERA;R;1;GALERA;3295;"ESCUELA GENERAL BÁSICA ""GENERAL VILLAMIL"""
8;ESMERALDAS;0;;570;MUISNE;1305;GALERA;R;2;ESTERO DE PLATANO;3872;"ESCUELA GENERAL BÁSICA ""VIÑA DEL MAR"""
8;ESMERALDAS;0;;570;MUISNE;3125;QUINGUE;R;0;;3875;ESCUELA REPUBLICA DE FRANCIA
8;ESMERALDAS;0;;570;MUISNE;3280;SALIMA;R;0;;4046;ESCUELA EDUCACION GENERAL BASICA MANABI
8;ESMERALDAS;0;;570;MUISNE;3390;SAN FRANCISCO;R;1;SAN FRANCISCO;3871;UNIDAD EDUCATIVA SAN FRANCISCO DEL CABO
8;ESMERALDAS;0;;570;MUISNE;3390;SAN FRANCISCO;R;2;EL SALTO;3873;"ESCUELA DE EDUCACIÓN GENERAL BÁSICA ""20 DE JULIO"""
8;ESMERALDAS;0;;570;MUISNE;3430;SAN GREGORIO;R;1;SAN GREGORIO;4045;ESCUELA EDUCACION BASICA PRESIDENTE ROSSVELT
8;ESMERALDAS;0;;570;MUISNE;3430;SAN GREGORIO;R;2;BALSALITO;4043;ESCUELA FISCAL MIXTA FILOCLEZ MUÑOZ
8;ESMERALDAS;0;;570;MUISNE;3430;SAN GREGORIO;R;3;BOCA DEL SUCIO;4044;ESCUELA EDUCACIÒN BASICA ATAHUALPA PERDOMO FRANCO
8;ESMERALDAS;0;;570;MUISNE;3430;SAN GREGORIO;R;4;TRES VIAS;3874;UNIDAD EDUCATIVA GABRIEL IRIARTE RÍOS
8;ESMERALDAS;0;;570;MUISNE;3430;SAN GREGORIO;R;5;SAN SALVADOR CHACHI;4060;"UNIDAD EDUCATIVA BILINGUE ""JUAN LORENZO AÑAPA"""
8;ESMERALDAS;0;;570;MUISNE;3470;SAN JOSE DE CHAMANGA;R;0;;1697;"UNIDAD EDUCATIVA ""CHAMANGA"""
8;ESMERALDAS;0;;570;MUISNE;5670;MUISNE;U;1;MUISNE;4461;"UNIDAD EDUCATIVA ""MUISNE"""
8;ESMERALDAS;0;;570;MUISNE;5670;MUISNE;U;1;MUISNE;5800;UNIDAD EDUCATIVA FISCOMISIONAL SAN LUIS GONZAGA
8;ESMERALDAS;0;;570;MUISNE;5670;MUISNE;U;1;MUISNE;5929;UNIDAD EDUCATIVA VICENTE ROCAFUERTE
8;ESMERALDAS;0;;570;MUISNE;5670;MUISNE;U;1;MUISNE;5930;ESCUELA HELLEN KALLER
8;ESMERALDAS;0;;570;MUISNE;5670;MUISNE;U;3;NUEVO MUISNE;3293;UNIDAD EDUCATIVA MUISNE / ANTES E.G.B. ESTANISLAO REYNA TREJO
8;ESMERALDAS;0;;570;MUISNE;5670;MUISNE;U;4;SAN PEDRO DE BILSA;5796;UNIDAD EDUCATIVA VICENTE TOBAR JARRIN
8;ESMERALDAS;0;;575;QUININDE;700;CUBE / CHANCAMA;R;1;CUBE / CHANCAMA;1399;UNIDAD EDUCATIVA REPUBLICA DE CUBA
8;ESMERALDAS;0;;575;QUININDE;700;CUBE / CHANCAMA;R;2;CHUCAPLE;4999;UNIDAD EDUCATIVA ARMADA NACIONAL
8;ESMERALDAS;0;;575;QUININDE;980;CHURA;R;0;;3870;ESCUELA DE ESDUCACIÓN GENERAL BÁSICA ANGELO PATRY
8;ESMERALDAS;0;;575;QUININDE;1530;LA UNION;R;1;LA UNION;634;ESCUELA GENERAL BASICA JHON F. KENEDDY
8;ESMERALDAS;0;;575;QUININDE;1530;LA UNION;R;1;LA UNION;5456;UNIDAD EDUCATIVA QUITO
8;ESMERALDAS;0;;575;QUININDE;1530;LA UNION;R;1;LA UNION;6202;UNIDAD EDUCATIVA LA UNION
8;ESMERALDAS;0;;575;QUININDE;1530;LA UNION;R;1;LA UNION;6000;UNIDAD EDUCATIVA FISCOMISIONAL CATOLICA SANTA MARIA DE NAZARET
8;ESMERALDAS;0;;575;QUININDE;1530;LA UNION;R;1;LA UNION;5975;UNIDAD EDUCATIVA NUESTRA SEÑORA DEL CISNE
8;ESMERALDAS;0;;575;QUININDE;1530;LA UNION;R;2;LA INDEPENDENCIA;3352;"ESCUELA DE EDUCACIÓN GENERAL BÁSICA ""CARLOS ANDRADE DE MARIN"""
8;ESMERALDAS;0;;575;QUININDE;1530;LA UNION;R;3;LIBERTAD DE PLAYA;3291;ESCUELA FISCAL MIXTA 15 DE AGOSTO
8;ESMERALDAS;0;;575;QUININDE;1530;LA UNION;R;4;BOCANA DEL BUA;3257;ESCUELA FISCAL MIXTA SOBERANIA ESMERALDEÑA
8;ESMERALDAS;0;;575;QUININDE;1530;LA UNION;R;6;LA ESMERALDA;3288;ESCUELA FISCAL MIXTA MIGUEL RIOFRIO
8;ESMERALDAS;0;;575;QUININDE;1530;LA UNION;R;7;MATAMBA;3259;ESCUELA FISCAL DR. CARLOS CUEVA TAMARIZ
8;ESMERALDAS;0;;575;QUININDE;1530;LA UNION;R;8;EL SILENCIO;3290;ESCUELA EDUCACIÓN GENERAL BÁSICA CIUDAD DE AMBATO
8;ESMERALDAS;0;;575;QUININDE;1530;LA UNION;R;9;NUEVO AZUAY;3292;ESCUELA GENERAL BÁSICA NUEVO AZUAY
8;ESMERALDAS;0;;575;QUININDE;1530;LA UNION;R;10;LA VIRGENCITA;3260;ESCUELA FISCAL MIXTA CORONEL RAMON VALDEZ CERVANTES
8;ESMERALDAS;0;;575;QUININDE;1530;LA UNION;R;11;EL BELEN;4989;ESCUELA DE EDUCACION GENERAL BASICA FISCAL CORNELIO MERIZALDE
8;ESMERALDAS;0;;575;QUININDE;1530;LA UNION;R;12;LOS ÁNGELES;5931;UNIDAD EDUCATIVA JAIME ROLDOS AGUIERA
8;ESMERALDAS;0;;575;QUININDE;2345;MALIMPIA / GUAYLLABAMBA;R;1;MALIMPIA /GUAYLLABAMBA;5470;ANTIGUA ESCUELA GENERAL BASICA FEDERICO GONZALEZ SUAREZ
8;ESMERALDAS;0;;575;QUININDE;2345;MALIMPIA / GUAYLLABAMBA;R;1;MALIMPIA /GUAYLLABAMBA;6379;COLISEO DE LA JUNTA PARROQUIAL DE MALIMPIA
8;ESMERALDAS;0;;575;QUININDE;2345;MALIMPIA / GUAYLLABAMBA;R;3;AGUA CLARA;3349;ESCUELA DE EDUCACIÓN GENERAL BÁSICA 5 DE JUNIO
8;ESMERALDAS;0;;575;QUININDE;2345;MALIMPIA / GUAYLLABAMBA;R;4;EL RECREO;3867;ESCUELA FISCAL MIXTA JOSE BENIGNO PALACIOS
8;ESMERALDAS;0;;575;QUININDE;2345;MALIMPIA / GUAYLLABAMBA;R;5;LA T;3300;ESCUELA FISCAL GABRIELA MISTRAL
8;ESMERALDAS;0;;575;QUININDE;2345;MALIMPIA / GUAYLLABAMBA;R;6;NARANJAL DE LOS CHACHIS;3823;COLEGIO TÉCNICO AGROPECUARIO CULTURAL BILINGUE RÍO CANANDE
8;ESMERALDAS;0;;575;QUININDE;2345;MALIMPIA / GUAYLLABAMBA;R;7;VALLE DEL SADE;3889;ESCUELA EDUCACIÓN GENERAL BÁSICA EDEN SADE
8;ESMERALDAS;0;;575;QUININDE;2345;MALIMPIA / GUAYLLABAMBA;R;8;RONCA TIGRILLO;3824;UNIDAD EDUCATIVA SERAFINA QUINTERO
8;ESMERALDAS;0;;575;QUININDE;2345;MALIMPIA / GUAYLLABAMBA;R;9;5 DE AGOSTO;3297;"ESCUELA GENERAL BÁSICA ""PROVINCIA ESMERALDAS""/ ANTES E.G.B. ALONSO ROJAS"
8;ESMERALDAS;0;;575;QUININDE;2345;MALIMPIA / GUAYLLABAMBA;R;10;VALLE ESMERALDEÑO;3281;ESCUELA FISCAL MIXTA LUZ DE CANANDE
8;ESMERALDAS;0;;575;QUININDE;2345;MALIMPIA / GUAYLLABAMBA;R;11;ZAPALLO;3826;UNIDAD EDUCATIVA BATALLA DE PICHINCHA/ ANTES CENTRO EDUCATIVO FISCAL MIXTA PAQUISHA
8;ESMERALDAS;0;;575;QUININDE;2345;MALIMPIA / GUAYLLABAMBA;R;12;CRISTOBAL COLON;3762;ESCUELA EDUCACIÓN GENERAL BÁSICA 28 DE SEPTIEMBRE
8;ESMERALDAS;0;;575;QUININDE;2345;MALIMPIA / GUAYLLABAMBA;R;13;GUAYACANA;3866;"UNIDAD EDUCATIVA INTERCULTURAL BILINGUE DE LA LENGUA ""BATALLA DE TARQUI"""
8;ESMERALDAS;0;;575;QUININDE;2345;MALIMPIA / GUAYLLABAMBA;R;14;LAS PAVAS;3825;ESCUELA DE EDUCACIÓN GENERAL BÁSICA LUZ Y VIDA
8;ESMERALDAS;0;;575;QUININDE;2345;MALIMPIA / GUAYLLABAMBA;R;15;AGUA CLARA CHACHI;3821;"ESCUELA GENERAL DE EDUCACIÓN BÁSICA ""ISABEL DE SANTIAGO"""
8;ESMERALDAS;0;;575;QUININDE;2345;MALIMPIA / GUAYLLABAMBA;R;16;UNION MANABITA;3868;ESCUELA EDUCACIÓN GENERAL BÁSICA CAMILO PONCE ENRIQUE
8;ESMERALDAS;0;;575;QUININDE;4230;VICHE;R;0;;1317;UNIDAD EDUCATIVA FISCOMISIONAL CRISTO REDENTOR
8;ESMERALDAS;0;;575;QUININDE;4230;VICHE;R;0;;5974;UNIDAD EDUCATIVA TARQUI
8;ESMERALDAS;0;;575;QUININDE;5895;ROSA ZARATE;U;1;ROSA ZARATE;1295;UNIDAD EDUCATIVA 9 DE OCTUBRE
8;ESMERALDAS;0;;575;QUININDE;5895;ROSA ZARATE;U;1;ROSA ZARATE;1293;UNIDAD EDUCATIVA FISCOMISIONAL JUAN XXIII/ ANTES COLG. SAGRADO CORAZÓN
8;ESMERALDAS;0;;575;QUININDE;5895;ROSA ZARATE;U;1;ROSA ZARATE;1278;UNIDAD EDUCATIVA FISCOMISIONAL JUAN XXIII
8;ESMERALDAS;0;;575;QUININDE;5895;ROSA ZARATE;U;1;ROSA ZARATE;1331;ESCUELA DE EDUCACIÓN GENERAL BÁSICA 3 DE JULIO
8;ESMERALDAS;0;;575;QUININDE;5895;ROSA ZARATE;U;1;ROSA ZARATE;1401;ESCUELA DE EDUCACIÓN GENERAL BÁSICA PARTICULAR DR. JOSÉ MARÍA VELASCO IBARRA
8;ESMERALDAS;0;;575;QUININDE;5895;ROSA ZARATE;U;1;ROSA ZARATE;1348;ESCUELA GENERAL BÁSICA PARTICULAR DOCTOR CAMILO GALLEGOS
8;ESMERALDAS;0;;575;QUININDE;5895;ROSA ZARATE;U;1;ROSA ZARATE;1370;UNIDAD EDUCATIVA SIMÓN PLATA TORRES
8;ESMERALDAS;0;;575;QUININDE;5895;ROSA ZARATE;U;1;ROSA ZARATE;1632;UNIDAD EDUCATIVA QUININDE/ ANTES COLG. AGROPECUARIO QUININDE
8;ESMERALDAS;0;;575;QUININDE;5895;ROSA ZARATE;U;1;ROSA ZARATE;5950;DIRECCION MUNICIPAL DE TRANSITO DE QUININDE
8;ESMERALDAS;0;;575;QUININDE;5895;ROSA ZARATE;U;1;ROSA ZARATE;5955;UNIDAD EDUCATIVA PARTICULAR JAMBELI
8;ESMERALDAS;0;;575;QUININDE;5895;ROSA ZARATE;U;1;ROSA ZARATE;5956;COLISEO RAUL VIZCARRA
8;ESMERALDAS;0;;575;QUININDE;5895;ROSA ZARATE;U;1;ROSA ZARATE;5998;UNIDAD EDUCATIVA ANDRES F. CORDOVA
8;ESMERALDAS;0;;575;QUININDE;5895;ROSA ZARATE;U;1;ROSA ZARATE;5999;UNIDAD EDUCATIVA ANDRES F CORDOVA/ ANTIGUO LOCAL ESCUELA CARLOS MONTUFAR
8;ESMERALDAS;0;;575;QUININDE;5895;ROSA ZARATE;U;1;ROSA ZARATE;5937;UNIDAD EDUCATIVA ALEJANDRO OTOYA BRIONES
8;ESMERALDAS;0;;575;QUININDE;5895;ROSA ZARATE;U;1;ROSA ZARATE;5957;ESCUELA EGB PATRIA NUEVA
8;ESMERALDAS;0;;575;QUININDE;5895;ROSA ZARATE;U;2;LA SEXTA;3299;UNIDAD EDUCATIVA FISCAL NUEVA JERUSALEN
8;ESMERALDAS;0;;575;QUININDE;5895;ROSA ZARATE;U;4;SAN RAMON;3869;UNIDAD EDUCATIVA 12 DE ENERO
8;ESMERALDAS;0;;575;QUININDE;5895;ROSA ZARATE;U;5;LA Y DE LA LAGUNA DE HERRERA;3354;"ESCUELA DE EDUCACIÓN GENERAL BÁSICA ""SAN RAMON"""
8;ESMERALDAS;0;;575;QUININDE;5895;ROSA ZARATE;U;7;HERRERA;3296;"UNIDAD EDUCATIVA FISCAL ""CIUDAD DE GUARANDA"""
8;ESMERALDAS;0;;575;QUININDE;5895;ROSA ZARATE;U;8;CUPA;3294;ESCUELA GENERAL BÁSICA VELASQUEZ KUFFO/ANTES UNIDAD EDUCATIVA LOS ANDES
8;ESMERALDAS;0;;575;QUININDE;5895;ROSA ZARATE;U;9;NUEVO QUININDÉ;3298;"UNIDAD EDUCATIVA PARTICULAR CATÓLICA ""SAGRADA FAMILIA DE NAZARET"""
8;ESMERALDAS;0;;575;QUININDE;5895;ROSA ZARATE;U;10;PUEBLO NUEVO;3985;ESCUELA FISCAL MIXTA 10 DE AGOSTO
8;ESMERALDAS;0;;575;QUININDE;5895;ROSA ZARATE;U;89;VOTO EN CASA;0;
8;ESMERALDAS;0;;580;SAN LORENZO;70;ALTO TAMBO/GUADAL;R;1;ALTO TAMBO /GUADAL;3356;ESCUELA GENERAL BASICA LIZARDO GOYES BENITEZ
