COD_PROVINCIA;NOM_PROVINCIA;COD_CIRCUNSCRIPCION;NOM_CIRCUNSCRIPCION;COD_CANTON;NOM_CANTON;COD_PARROQUIA;NOM_PARROQUIA;EST_PARROQUIA;COD_ZONA;NOM_ZONA;COD_RECINTO;NOM_RECINTO
1;AZUAY;0;;260;CUENCA;2430;MOLLETURO;R;2;JESUS DEL GRAN PODER;2530;UNIDAD EDUCATIVA JESÚS DEL GRAN PODER
1;AZUAY;0;;260;CUENCA;2430;MOLLETURO;R;3;ZHAGAL;2284;UNIDAD EDUCATIVA LUZ Y GUIA/ESCUELA 1 DE MAYO
1;AZUAY;0;;260;CUENCA;2430;MOLLETURO;R;4;SAN JOSE DE RECREO;2490;ESCUELA 19 DE MARZO
1;AZUAY;0;;260;CUENCA;2430;MOLLETURO;R;5;TAMARINDO;2085;ESCUELA DE EDUCACION BASICA 15 DE AGOSTO
1;AZUAY;0;;260;CUENCA;2430;MOLLETURO;R;6;AGUAS CALIENTES;2528;ESCUELA DE EDUCACION BASICA SANTA ANA DE LOS RIOS
1;AZUAY;0;;260;CUENCA;2430;MOLLETURO;R;7;ESTERO PIEDRA;1964;UNIDAD EDUCATIVA ESTERO PIEDRA
1;AZUAY;0;;260;CUENCA;2430;MOLLETURO;R;8;ABDON CALDERÓN;31;UNIDAD EDUCATIVA ABDON CALDERON/ESCUELA FISCAL MIXTA PRIMERO DE ENERO
1;AZUAY;0;;260;CUENCA;2430;MOLLETURO;R;9;FLOR Y SELVA;3477;ESCUELA DE EDUCACION BASICA MANUELA GARAICOA DE CALDERON
1;AZUAY;0;;260;CUENCA;2430;MOLLETURO;R;10;CAYMATAN ;5006;ESCUELA DE EDUCACION BASICA 6 DE ENERO
1;AZUAY;0;;260;CUENCA;2570;MULTI /  NULTI;R;1;MULTI /  NULTI;47;UNIDAD EDUCATIVA NULTI-ESCUELA MANUEL RAMON BALAREZO
1;AZUAY;0;;260;CUENCA;2570;MULTI /  NULTI;R;2;CHALLUABAMBA NULTI;2952;UNIDAD EDUCATIVA FRANCISCO EUGENIO TAMARIZ
1;AZUAY;0;;260;CUENCA;2595;OCTAVIO CORDERO PALACIOS;R;0;;2083;UNIDAD EDUCATIVA SANTA ROSA/ESCUELA EZEQUIEL MARQUEZ
1;AZUAY;0;;260;CUENCA;2680;PACCHA;R;0;;62;UNIDAD EDUCATIVA PACCHA- ESCUELA FISCAL MIXTA MANUEL CORONEL
